ano,id_municipio,rede,etapa,tdi,taxa_aprovacao,taxa_reprovacao,taxa_abandono,hrs_aula
2023,2302602,estadual,EF anos finais,NA,NA,NA,NA,37.5
2023,2302602,estadual,EM,NA,NA,54.3,NA,NA
2023,2302602,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2302602,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2302602,federal,EM,NA,NA,0,NA,NA
2023,2302602,municipal,EF anos iniciais,23.233333333333334,88.8,4.766666666666667,16.166666666666668,0
2023,2302602,municipal,EF anos finais,22.96666666666667,91.1,4.733333333333333,2.2666666666666666,79.53333333333333
2023,2302602,municipal,EM,NA,5.266666666666667,45.43333333333333,21.533333333333335,19.666666666666668
2023,2302701,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2302701,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2302701,estadual,EM,NA,NA,44.43333333333333,NA,NA
2023,2302701,municipal,EF anos iniciais,18.933333333333334,80.5,4.066666666666666,49.833333333333336,0
2023,2302701,municipal,EF anos finais,19.433333333333334,90.9,4.066666666666666,2.2666666666666666,51.8
2023,2302701,municipal,EM,NA,4.066666666666666,46.266666666666666,13.266666666666667,18.766666666666666
2023,2302800,estadual,EF anos iniciais,12,85.7,4.3,36.4,0
2023,2302800,estadual,EF anos finais,14,100,4,0,0
2023,2302800,estadual,EM,NA,4.1,32.86666666666667,25,18
2023,2302800,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2302800,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2302800,federal,EM,NA,NA,100,NA,NA
2023,2302800,municipal,EF anos iniciais,27.533333333333335,94.7,6.833333333333334,22.833333333333336,0
2023,2302800,municipal,EF anos finais,29.900000000000002,90.66666666666667,6.733333333333333,0.3,65.6
2023,2302800,municipal,EM,NA,7.5,18.866666666666667,44.53333333333333,22.8
2023,2302909,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2302909,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2302909,estadual,EM,NA,NA,0,NA,NA
2023,2302909,municipal,EF anos iniciais,19.3,94.3,4.3,42.666666666666664,0
2023,2302909,municipal,EF anos finais,17.033333333333335,79.03333333333333,4.3,5.433333333333334,74.9
2023,2302909,municipal,EM,NA,5,30.266666666666666,24.633333333333333,17.46666666666667
2023,2303006,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303006,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303006,estadual,EM,NA,NA,0,NA,NA
2023,2303006,municipal,EF anos iniciais,15.200000000000001,88.56666666666666,7.566666666666666,17.5,0.23333333333333334
2023,2303006,municipal,EF anos finais,16.766666666666666,88.5,7.3,1.8,52.83333333333333
2023,2303006,municipal,EM,NA,7.333333333333333,11.033333333333333,29.666666666666668,16.166666666666668
2023,2303105,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303105,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303105,estadual,EM,NA,NA,0,NA,NA
2023,2303105,municipal,EF anos iniciais,17.9,87.8,8.533333333333333,12.200000000000001,0
2023,2303105,municipal,EF anos finais,16.433333333333334,88.33333333333333,8.4,0.4666666666666667,44.46666666666667
2023,2303105,municipal,EM,NA,8.700000000000001,3.7333333333333334,17.03333333333333,15.600000000000001
2023,2303204,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303204,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303204,estadual,EM,NA,NA,0,NA,NA
2023,2303204,municipal,EF anos iniciais,17.166666666666664,74.76666666666667,4.366666666666666,18.133333333333333,0
2023,2303204,municipal,EF anos finais,19.233333333333334,82.73333333333333,4.233333333333333,3.1333333333333333,53.8
2023,2303204,municipal,EM,NA,5,63.06666666666667,17.96666666666667,16.333333333333336
2023,2303303,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303303,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303303,estadual,EM,NA,NA,50,NA,NA
2023,2303303,municipal,EF anos iniciais,18.6,96.2,10.1,10.4,0
2023,2303303,municipal,EF anos finais,19.8,98.2,10,0.9,66.7
2023,2303303,municipal,EM,NA,10,0,34,16.8
2023,2303402,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303402,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303402,estadual,EM,NA,NA,0,NA,NA
2023,2303402,municipal,EF anos iniciais,21.633333333333333,98.8,5.6,33.9,0
2023,2303402,municipal,EF anos finais,23.866666666666667,96.3,5.6,5.033333333333333,78.96666666666667
2023,2303402,municipal,EM,NA,6.133333333333334,24.96666666666667,17.566666666666666,17.4
2023,2303501,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303501,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303501,estadual,EM,NA,NA,0,NA,NA
2023,2303501,municipal,EF anos iniciais,24.866666666666667,93.83333333333333,5.8,24.3,0
2023,2303501,municipal,EF anos finais,22.233333333333334,85.46666666666667,5.833333333333334,3.8,78.36666666666666
2023,2303501,municipal,EM,NA,6.766666666666667,20.733333333333334,35.06666666666666,19.6
2023,2303600,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303600,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303600,estadual,EM,NA,NA,0,NA,NA
2023,2303600,municipal,EF anos iniciais,17.566666666666666,97.16666666666667,6.8,23.5,0
2023,2303600,municipal,EF anos finais,17.566666666666666,100,7,1.2666666666666666,76.5
2023,2303600,municipal,EM,NA,7.2,10.833333333333334,36,18
2023,2303659,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303659,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303659,estadual,EM,NA,NA,0,NA,NA
2023,2303659,municipal,EF anos iniciais,19.433333333333334,100,7,12.866666666666667,0
2023,2303659,municipal,EF anos finais,21.766666666666666,92.63333333333333,7,3.1,58.96666666666667
2023,2303659,municipal,EM,NA,7.1,0,27.1,24.066666666666666
2023,2303709,estadual,EF anos iniciais,13.466666666666667,89.16666666666667,4,34.733333333333334,2.433333333333333
2023,2303709,estadual,EF anos finais,16.133333333333333,78.6,3.933333333333333,6.533333333333333,43.43333333333334
2023,2303709,estadual,EM,NA,3.966666666666667,8.700000000000001,23.433333333333334,11.966666666666667
2023,2303709,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303709,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2303709,federal,EM,NA,NA,0,NA,NA
2023,2303709,municipal,EF anos iniciais,23.400000000000002,97.46666666666667,4.133333333333334,34.5,0
2023,2303709,municipal,EF anos finais,24,97.6,4.133333333333334,5.933333333333334,49.2
2023,2303709,municipal,EM,NA,4.466666666666667,46.733333333333334,31.500000000000004,18.8
2023,2303808,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303808,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303808,estadual,EM,NA,NA,0,NA,NA
2023,2303808,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303808,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2303808,federal,EM,NA,NA,0,NA,NA
2023,2303808,municipal,EF anos iniciais,16.2,97.33333333333333,4.066666666666666,31.03333333333333,0
2023,2303808,municipal,EF anos finais,16.9,99.26666666666667,4,5.066666666666666,65.4
2023,2303808,municipal,EM,NA,5.8999999999999995,32.53333333333333,36.56666666666666,19.2
2023,2303907,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303907,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303907,estadual,EM,NA,NA,100,NA,NA
2023,2303907,municipal,EF anos iniciais,16.6,85.66666666666667,6.466666666666667,19.433333333333334,0
2023,2303907,municipal,EF anos finais,15.799999999999999,90.23333333333333,6.6000000000000005,0,76.43333333333334
2023,2303907,municipal,EM,NA,6.666666666666667,13.066666666666666,38.766666666666666,18.133333333333333
2023,2303931,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303931,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303931,estadual,EM,NA,NA,100,NA,NA
2023,2303931,municipal,EF anos iniciais,16.466666666666665,84.3,4.433333333333334,14.566666666666666,0
2023,2303931,municipal,EF anos finais,17.266666666666666,80.73333333333333,4.366666666666666,1.0333333333333334,61.1
2023,2303931,municipal,EM,NA,5.8,33.4,48.666666666666664,19.966666666666665
2023,2303956,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2303956,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2303956,estadual,EM,NA,NA,0,NA,NA
2023,2303956,municipal,EF anos iniciais,20.433333333333334,91.96666666666667,5.966666666666667,10.333333333333334,0
2023,2303956,municipal,EF anos finais,23.166666666666668,92.46666666666667,6.5,1.0333333333333332,81.33333333333333
2023,2303956,municipal,EM,NA,7.1000000000000005,14.066666666666666,43.699999999999996,15.533333333333333
2023,2304004,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304004,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304004,estadual,EM,NA,NA,0,NA,NA
2023,2304004,municipal,EF anos iniciais,16.066666666666666,85.1,7.066666666666666,18,0
2023,2304004,municipal,EF anos finais,19.366666666666667,85.76666666666667,7.1,1.7666666666666666,20.9
2023,2304004,municipal,EM,NA,7.733333333333333,0,27.099999999999998,19.833333333333332
2023,2304103,estadual,EF anos iniciais,11,78.6,4,47.1,0
2023,2304103,estadual,EF anos finais,12.5,91.7,4,5.9,57.4
2023,2304103,estadual,EM,NA,4,22.2,33.4,12.8
2023,2304103,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304103,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2304103,federal,EM,NA,NA,0,NA,NA
2023,2304103,municipal,EF anos iniciais,20.733333333333334,93.86666666666667,8.966666666666667,14.1,0.23333333333333334
2023,2304103,municipal,EF anos finais,20.5,94.76666666666667,9,3.5666666666666664,63.06666666666666
2023,2304103,municipal,EM,NA,9.266666666666666,18.1,29.266666666666666,18.633333333333333
2023,2304202,estadual,EF anos iniciais,NA,NA,NA,44.4,12.5
2023,2304202,estadual,EF anos finais,NA,100,NA,22.2,25
2023,2304202,estadual,EM,NA,4.5,18.2,22.2,NA
2023,2304202,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304202,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2304202,federal,EM,NA,NA,0,NA,NA
2023,2304202,municipal,EF anos iniciais,24.266666666666666,97.8,4.8999999999999995,36.333333333333336,0
2023,2304202,municipal,EF anos finais,25.066666666666666,99.13333333333334,5.5,2.2666666666666666,73.7
2023,2304202,municipal,EM,NA,5.466666666666667,34.8,34.3,19.1
2023,2304236,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304236,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304236,estadual,EM,NA,NA,50,NA,NA
2023,2304236,municipal,EF anos iniciais,22.566666666666666,97.1,7.033333333333333,36.56666666666666,0
2023,2304236,municipal,EF anos finais,23.9,88.06666666666668,7.166666666666667,2.1,12.566666666666666
2023,2304236,municipal,EM,NA,7.8,16.03333333333333,34.8,19.466666666666665
2023,2304251,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304251,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304251,estadual,EM,NA,NA,100,NA,NA
2023,2304251,municipal,EF anos iniciais,18.53333333333333,100,4,10,NA
2023,2304251,municipal,EF anos finais,19.866666666666667,100,4,0,NA
2023,2304251,municipal,EM,NA,4,62.233333333333334,35.333333333333336,19.03333333333333
2023,2304269,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304269,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304269,estadual,EM,NA,NA,0,NA,NA
2023,2304269,municipal,EF anos iniciais,16,98,5.166666666666667,38.3,0
2023,2304269,municipal,EF anos finais,13.766666666666667,100,4.133333333333333,1,86.36666666666667
2023,2304269,municipal,EM,NA,6.233333333333333,0,35.2,15.666666666666666
2023,2304277,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304277,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304277,estadual,EM,NA,NA,0,NA,NA
2023,2304277,municipal,EF anos iniciais,15.6,81.46666666666667,4.766666666666667,12.7,0
2023,2304277,municipal,EF anos finais,16.166666666666668,91.10000000000001,4,0,25.7
2023,2304277,municipal,EM,NA,4.666666666666667,30.566666666666666,24.133333333333333,17.366666666666667
2023,2304285,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304285,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304285,estadual,EM,NA,NA,0,NA,NA
2023,2304285,municipal,EF anos iniciais,24.4,99.1,5.9,8.3,0.6
2023,2304285,municipal,EF anos finais,24.6,97.2,8.4,1,71.9
2023,2304285,municipal,EM,NA,7.7,10.3,54.1,21.6
2023,2304301,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304301,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304301,estadual,EM,NA,NA,50,NA,NA
2023,2304301,municipal,EF anos iniciais,20.8,94.6,4.2,40.06666666666666,0
2023,2304301,municipal,EF anos finais,19.099999999999998,89.96666666666667,4.266666666666667,3.1666666666666665,33.3
2023,2304301,municipal,EM,NA,5.433333333333334,45.666666666666664,28.666666666666668,15.866666666666667
2023,2304350,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304350,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304350,estadual,EM,NA,NA,0,NA,NA
2023,2304350,municipal,EF anos iniciais,19.3,78.7,8.233333333333333,17.3,0
2023,2304350,municipal,EF anos finais,23.03333333333333,67.03333333333333,8.1,0,56.8
2023,2304350,municipal,EM,NA,8.366666666666667,7.333333333333334,32.9,18.033333333333335
2023,2304400,estadual,EF anos iniciais,27.3,98,4.9,59.5,3.1
2023,2304400,estadual,EF anos finais,27.2,96.4,4.8,10.9,32.1
2023,2304400,estadual,EM,15,4.8,11.8,15.9,14
2023,2304400,federal,EF anos iniciais,NA,NA,5,5.6,NA
2023,2304400,federal,EF anos finais,NA,100,5,0,NA
2023,2304400,federal,EM,20,5,33.3,47.2,14
2023,2304400,municipal,EF anos iniciais,29.7,94.4,7.3,39.7,0.1
2023,2304400,municipal,EF anos finais,30.1,95.3,7.3,3.5,68.6
2023,2304400,municipal,EM,NA,7.3,58.3,33.9,19
2023,2304459,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304459,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304459,estadual,EM,NA,NA,0,NA,NA
2023,2304459,municipal,EF anos iniciais,17.166666666666668,87,4.133333333333333,17.533333333333335,NA
2023,2304459,municipal,EF anos finais,18.53333333333333,86.66666666666667,4.1,2.3666666666666667,NA
2023,2304459,municipal,EM,NA,5.466666666666667,23.4,57.36666666666667,16.633333333333333
2023,2304509,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304509,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304509,estadual,EM,NA,NA,0,NA,NA
2023,2304509,municipal,EF anos iniciais,22.466666666666665,95.7,4.666666666666667,41.96666666666667,NA
2023,2304509,municipal,EF anos finais,21.733333333333334,87.7,4.6,1.5333333333333332,NA
2023,2304509,municipal,EM,NA,5.966666666666667,21.3,30.366666666666667,16.666666666666668
2023,2304608,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304608,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304608,estadual,EM,NA,NA,0,NA,NA
2023,2304608,municipal,EF anos iniciais,20,94.53333333333333,7.333333333333333,24.066666666666666,0
2023,2304608,municipal,EF anos finais,15,91.96666666666667,7.4,1.2,83.13333333333334
2023,2304608,municipal,EM,NA,7.766666666666667,0,36.699999999999996,17.533333333333335
2023,2304657,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304657,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304657,estadual,EM,NA,NA,0,NA,NA
2023,2304657,municipal,EF anos iniciais,16.8,100,7,9.966666666666667,0
2023,2304657,municipal,EF anos finais,19.933333333333334,93.13333333333334,7.1,0,11.9
2023,2304657,municipal,EM,NA,7.366666666666667,19.433333333333334,21.1,16.233333333333334
2023,2304707,estadual,EF anos iniciais,NA,NA,NA,NA,0
2023,2304707,estadual,EF anos finais,NA,NA,NA,NA,41.7
2023,2304707,estadual,EM,NA,NA,22.233333333333334,NA,NA
2023,2304707,municipal,EF anos iniciais,17.566666666666666,94.8,6.733333333333333,13.799999999999999,0
2023,2304707,municipal,EF anos finais,16.4,97.6,6.7,3.1666666666666665,71.76666666666667
2023,2304707,municipal,EM,NA,6.966666666666667,25,15.366666666666667,16.633333333333333
2023,2304806,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304806,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304806,estadual,EM,NA,NA,0,NA,NA
2023,2304806,municipal,EF anos iniciais,19.766666666666666,96.56666666666666,4,38.43333333333333,NA
2023,2304806,municipal,EF anos finais,19,100,4,3.8,NA
2023,2304806,municipal,EM,NA,5.466666666666667,44.3,16.8,15.166666666666666
2023,2304905,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304905,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304905,estadual,EM,NA,NA,0,NA,NA
2023,2304905,municipal,EF anos iniciais,21.633333333333333,89.63333333333334,5.766666666666667,29.233333333333334,0
2023,2304905,municipal,EF anos finais,20.9,93.83333333333333,5.833333333333333,0,50
2023,2304905,municipal,EM,NA,6.3,28.833333333333332,36.03333333333333,15.966666666666667
2023,2304954,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2304954,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2304954,estadual,EM,NA,NA,0,NA,NA
2023,2304954,municipal,EF anos iniciais,21.333333333333332,87.23333333333333,4.533333333333333,25.933333333333334,0
2023,2304954,municipal,EF anos finais,22.5,90.96666666666667,4.6,5.2,73.76666666666667
2023,2304954,municipal,EM,NA,5.066666666666666,28.566666666666666,40.199999999999996,17.033333333333335
2023,2305001,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305001,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305001,estadual,EM,NA,NA,0,NA,NA
2023,2305001,municipal,EF anos iniciais,23.233333333333334,93.7,7.166666666666667,29.4,0
2023,2305001,municipal,EF anos finais,21.833333333333332,97.93333333333334,4.433333333333334,3.5,77.43333333333334
2023,2305001,municipal,EM,NA,6.966666666666667,18.833333333333332,24.3,18.733333333333334
2023,2305100,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305100,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305100,estadual,EM,NA,NA,100,NA,NA
2023,2305100,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305100,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2305100,federal,EM,NA,NA,100,NA,NA
2023,2305100,municipal,EF anos iniciais,16.9,82.73333333333333,8.3,27.633333333333333,0
2023,2305100,municipal,EF anos finais,19.4,70.36666666666666,8.2,0,100
2023,2305100,municipal,EM,NA,8.366666666666667,0,47.3,12.166666666666666
2023,2305209,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305209,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305209,estadual,EM,NA,NA,50,NA,NA
2023,2305209,municipal,EF anos iniciais,18.6,96.36666666666667,4.7,14.333333333333334,0
2023,2305209,municipal,EF anos finais,15.166666666666666,93.9,4.7,0,76.5
2023,2305209,municipal,EM,NA,5.433333333333334,36.833333333333336,27.8,15.7
2023,2305233,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305233,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305233,estadual,EM,NA,NA,55,NA,NA
2023,2305233,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305233,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2305233,federal,EM,NA,NA,0,NA,NA
2023,2305233,municipal,EF anos iniciais,20.966666666666665,99,4.3999999999999995,19.833333333333332,0
2023,2305233,municipal,EF anos finais,20.4,100,4.533333333333333,3.2,47.5
2023,2305233,municipal,EM,NA,5.066666666666666,39.46666666666667,48.63333333333333,17.933333333333334
2023,2305266,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305266,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305266,estadual,EM,NA,NA,0,NA,NA
2023,2305266,municipal,EF anos iniciais,24.1,98.66666666666667,4,23.366666666666667,1.3
2023,2305266,municipal,EF anos finais,22.3,96.7,3.9,0,37.2
2023,2305266,municipal,EM,NA,5.5,8.1,48.9,16.366666666666667
2023,2305308,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305308,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305308,estadual,EM,NA,NA,50,NA,NA
2023,2305308,municipal,EF anos iniciais,17.833333333333332,91.16666666666667,5.666666666666667,36.93333333333334,0
2023,2305308,municipal,EF anos finais,24.633333333333333,94.76666666666667,5.466666666666667,3.2666666666666666,82.86666666666667
2023,2305308,municipal,EM,NA,6.666666666666667,15.666666666666666,29.866666666666667,22.366666666666667
2023,2305332,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305332,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305332,estadual,EM,NA,NA,0,NA,NA
2023,2305332,municipal,EF anos iniciais,17.8,90.7,6.466666666666667,22.266666666666666,0
2023,2305332,municipal,EF anos finais,14.666666666666666,91.26666666666667,6.5,0,20.033333333333335
2023,2305332,municipal,EM,NA,6.8,22.133333333333333,61.9,18.066666666666666
2023,2305357,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305357,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305357,estadual,EM,NA,NA,0,NA,NA
2023,2305357,municipal,EF anos iniciais,24.4,96.36666666666667,4.133333333333333,29.4,0
2023,2305357,municipal,EF anos finais,22.866666666666667,84.03333333333333,4.1,1.6666666666666667,22.2
2023,2305357,municipal,EM,NA,5.466666666666667,32.86666666666667,43.233333333333334,20.566666666666666
2023,2305407,estadual,EF anos iniciais,NA,NA,NA,NA,0
2023,2305407,estadual,EF anos finais,NA,NA,NA,NA,29.2
2023,2305407,estadual,EM,NA,NA,0,NA,NA
2023,2305407,municipal,EF anos iniciais,22.633333333333333,57.46666666666667,8.033333333333333,8.566666666666666,0
2023,2305407,municipal,EF anos finais,21.8,65.06666666666666,8,2.2666666666666666,8.966666666666667
2023,2305407,municipal,EM,NA,8.033333333333333,19.266666666666666,43.03333333333333,16.033333333333335
2023,2305506,estadual,EF anos iniciais,NA,NA,NA,NA,0
2023,2305506,estadual,EF anos finais,NA,NA,NA,NA,44.4
2023,2305506,estadual,EM,NA,NA,55.36666666666667,NA,NA
2023,2305506,federal,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305506,federal,EF anos finais,NA,NA,NA,NA,NA
2023,2305506,federal,EM,NA,NA,0,NA,NA
2023,2305506,municipal,EF anos iniciais,24.266666666666666,82.93333333333334,6.266666666666667,21,0
2023,2305506,municipal,EF anos finais,23.033333333333335,91.36666666666667,6.433333333333334,0.6666666666666666,32.9
2023,2305506,municipal,EM,NA,6.933333333333334,51.166666666666664,53.666666666666664,22.533333333333335
2023,2305605,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305605,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305605,estadual,EM,NA,NA,33.3,NA,NA
2023,2305605,municipal,EF anos iniciais,19.866666666666667,63.13333333333333,4.333333333333333,32.9,0
2023,2305605,municipal,EF anos finais,18,79.06666666666666,4.4,3.6,60.9
2023,2305605,municipal,EM,NA,4.833333333333333,4.266666666666667,43.2,15.966666666666667
2023,2305654,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305654,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305654,estadual,EM,NA,NA,0,NA,NA
2023,2305654,municipal,EF anos iniciais,18.366666666666667,93.73333333333333,7.4,24.7,0
2023,2305654,municipal,EF anos finais,18.03333333333333,88.36666666666667,7.466666666666667,1.6333333333333333,42.733333333333334
2023,2305654,municipal,EM,NA,8.2,0,40.833333333333336,16.7
2023,2305704,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305704,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305704,estadual,EM,NA,NA,0,NA,NA
2023,2305704,municipal,EF anos iniciais,25.4,86.7,4.3,23.3,0
2023,2305704,municipal,EF anos finais,23.5,94.4,4.3,3.5,71.4
2023,2305704,municipal,EM,NA,5.7,14.066666666666666,28.6,17.96666666666667
2023,2305803,estadual,EF anos iniciais,NA,NA,NA,NA,12.5
2023,2305803,estadual,EF anos finais,NA,NA,NA,NA,41.7
2023,2305803,estadual,EM,NA,NA,63.333333333333336,NA,NA
2023,2305803,municipal,EF anos iniciais,18.8,76.23333333333333,4.833333333333333,34.06666666666667,0.16666666666666666
2023,2305803,municipal,EF anos finais,23.933333333333334,90.8,6.966666666666667,2.7,30.366666666666667
2023,2305803,municipal,EM,NA,6.133333333333334,13.133333333333333,25.6,18.533333333333335
2023,2305902,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2305902,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2305902,estadual,EM,NA,NA,0,NA,NA
2023,2305902,municipal,EF anos iniciais,17.233333333333334,88.63333333333334,4.866666666666666,19.5,0.23333333333333334
2023,2305902,municipal,EF anos finais,21.166666666666668,88.93333333333334,4.766666666666667,2.433333333333333,75.76666666666667
2023,2305902,municipal,EM,NA,5.533333333333333,15.866666666666667,24.166666666666668,16.53333333333333
2023,2306009,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2306009,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2306009,estadual,EM,NA,NA,0,NA,NA
2023,2306009,municipal,EF anos iniciais,27,100,4.833333333333333,28.8,0
2023,2306009,municipal,EF anos finais,23,100,5.4,8.166666666666668,44.4
2023,2306009,municipal,EM,NA,6.233333333333333,21.5,35.266666666666666,16.233333333333334
2023,2306108,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2306108,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2306108,estadual,EM,NA,NA,0,NA,NA
2023,2306108,municipal,EF anos iniciais,19,91,6.766666666666667,21.066666666666666,0
2023,2306108,municipal,EF anos finais,19.633333333333333,90.06666666666666,6.733333333333333,4.4,84.8
2023,2306108,municipal,EM,NA,7.433333333333334,23.766666666666666,32.2,17.933333333333334
2023,2306207,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2306207,estadual,EF anos finais,NA,NA,NA,NA,NA
2023,2306207,estadual,EM,NA,NA,0,NA,NA
2023,2306207,municipal,EF anos iniciais,17.933333333333334,92.26666666666667,4.1,6.7,NA
2023,2306207,municipal,EF anos finais,24.566666666666666,95.5,4.1,1.3333333333333333,NA
2023,2306207,municipal,EM,NA,5.7,16.666666666666664,68.2,19.7
2023,2306256,estadual,EF anos iniciais,NA,NA,NA,NA,3.7
2023,2306256,estadual,EF anos finais,NA,NA,NA,NA,81.9
2023,2306256,estadual,EM,NA,NA,0,NA,NA
2023,2306256,municipal,EF anos iniciais,26.466666666666665,93.96666666666667,4.833333333333333,11.066666666666666,0
2023,2306256,municipal,EF anos finais,28.666666666666668,95.1,5,2.566666666666667,75.03333333333333
2023,2306256,municipal,EM,NA,6.2,39.03333333333333,61.93333333333333,20.733333333333334
2023,2306306,estadual,EF anos iniciais,NA,NA,NA,NA,NA
2023,2306306,estadual,EF anos finais,NA,NA,NA,NA,NA
