ano,id_municipio,rede,etapa,ideb,tdi,taxa_aprovacao,taxa_reprovacao,taxa_abandono,hrs_aula,ano_pib,pib,populacao,pib_pc,pib_pc_mil,log_pib,grupo_pib
2023,3504305,estadual,EF anos iniciais,NA,6.5,41.7,6.433333333333334,14.466666666666669,0,2022,330717000,4483,73771.3584653134,73.7713584653134,11.208725838583588,Acima da mediana
2023,3518503,estadual,EF anos iniciais,NA,NA,NA,7.6,10,0,2022,331671000,15013,22092.25338040365,22.09225338040365,10.002982300283735,Abaixo da mediana
2023,3539806,estadual,EF anos iniciais,NA,NA,NA,7.2,37,0,2022,4022935000,103765,38769.671854671615,38.769671854671614,10.56539356673108,Acima da mediana
2023,3540200,estadual,EF anos iniciais,NA,NA,NA,6.4,31.2,0,2022,1667660000,37607,44344.4039673465,44.3444039673465,10.699741800911712,Acima da mediana
2023,3548807,estadual,EF anos iniciais,NA,NA,NA,7,44.8,0,2022,18128059000,165655,109432.60994235007,109.43260994235007,11.60306420446482,Acima da mediana
2023,3555406,estadual,EF anos iniciais,NA,NA,NA,6.066666666666666,45.56666666666667,1.7666666666666666,2022,3218974000,92981,34619.696497133824,34.61969649713382,10.452178062000087,Acima da mediana
2023,4202081,estadual,EF anos iniciais,NA,NA,NA,NA,NA,NA,2022,108416000,3144,34483.46055979644,34.48346055979644,10.448235084004711,Acima da mediana
2023,4202453,estadual,EF anos iniciais,NA,NA,NA,4,44.1,NA,2022,965946000,25058,38548.40769414957,38.548407694149574,10.559670073187679,Acima da mediana
2023,4204103,estadual,EF anos iniciais,NA,5,100,4.333333333333334,37.266666666666666,NA,2022,213041000,4614,46172.7351538795,46.1727351538795,10.740144754679422,Acima da mediana
2023,4204400,estadual,EF anos iniciais,NA,9,100,4,39.8,NA,2022,407480000,10388,39226.03003465537,39.22603003465537,10.577095836903501,Acima da mediana
2023,4206306,estadual,EF anos iniciais,NA,NA,NA,NA,NA,NA,2022,1328997000,24543,54149.737195941816,54.14973719594182,10.89950839915682,Acima da mediana
2023,4209508,estadual,EF anos iniciais,NA,NA,NA,4,48.4,0,2022,524621000,7932,66139.81341401917,66.13981341401917,11.09952616545559,Acima da mediana
2023,4218350,estadual,EF anos iniciais,NA,NA,NA,4,47.1,NA,2022,179963000,3782,47584.08249603384,47.584082496033844,10.770253582951087,Acima da mediana
2023,4218509,estadual,EF anos iniciais,NA,NA,NA,4,53.8,NA,2022,983841000,8787,111965.5172413793,111.9655172413793,11.62594622109851,Acima da mediana
2023,4300570,estadual,EF anos iniciais,NA,NA,NA,4.4,70,NA,2022,174454000,3072,56788.411458333336,56.788411458333336,10.947087560272701,Acima da mediana
2023,4306759,estadual,EF anos iniciais,NA,NA,NA,4.2,54.5,NA,2022,75699000,1888,40094.8093220339,40.094809322033896,10.599002161575347,Acima da mediana
2023,4307302,estadual,EF anos iniciais,NA,NA,100,4.7,41.333333333333336,0,2022,273787000,6787,40339.91454250774,40.339914542507735,10.605096693075312,Acima da mediana
2023,4311981,estadual,EF anos iniciais,NA,NA,0,4.2,0,NA,2022,91983000,3916,23489.019407558735,23.489019407558736,10.064288331679808,Abaixo da mediana
2023,4312427,municipal,EF anos iniciais,NA,7.5,100,4,21.7,NA,2022,113863000,2756,41314.58635703919,41.31458635703919,10.628970897153401,Acima da mediana
2023,4313334,estadual,EF anos iniciais,NA,NA,NA,NA,80,NA,2022,199441000,2163,92205.7327785483,92.20573277854831,11.431777585253258,Acima da mediana
2023,5104203,estadual,EF anos iniciais,NA,NA,100,5.033333333333333,20.7,NA,2022,748424000,10966,68249.49844975378,68.24949844975379,11.130925364298648,Acima da mediana
2023,5105622,estadual,EF anos iniciais,NA,17,95.5,6.3,17.1,3.5,2022,1025802000,26785,38297.62927011387,38.297629270113866,10.553143274300277,Acima da mediana
2023,5200100,estadual,EF anos iniciais,NA,NA,NA,4.466666666666667,43,0,2022,544312000,17232,31587.27948003714,31.58727948003714,10.360509770430676,Acima da mediana
2023,5200209,estadual,EF anos iniciais,NA,NA,NA,5.3,14.3,NA,2022,66332000,1858,35700.75349838536,35.70075349838536,10.482927073942342,Acima da mediana
2023,5201603,estadual,EF anos iniciais,NA,NA,NA,4.4,68.8,0,2022,79947000,3799,21044.222163727296,21.044222163727294,9.954381319900431,Abaixo da mediana
2023,5215702,estadual,EF anos iniciais,NA,NA,NA,5.6,64.8,14.3,2022,2058423000,31858,64612.4364366878,64.6124364366878,11.076162185741966,Acima da mediana
2023,5221080,estadual,EF anos iniciais,NA,NA,NA,4.466666666666667,38.86666666666667,NA,2022,41892000,2701,15509.811181044057,15.509811181044057,9.649228082082558,Abaixo da mediana
